probe_index,subject,condition,condition_family,view,rank,top1_subject,top1_score
197,083,cl-02,clothing,180,4,108,0.8324159383773804
201,083,nm-02,normal,000,1,083,0.9841674566268921
202,083,nm-02,normal,090,1,083,0.9834974408149719
203,083,nm-02,normal,180,1,083,0.9364630579948425
204,083,nm-03,normal,000,1,083,0.9464535117149353
205,083,nm-03,normal,090,1,083,0.9800220727920532
206,083,nm-03,normal,180,1,083,0.9534263014793396
207,083,nm-04,normal,000,1,083,0.9536561965942383
208,083,nm-04,normal,090,1,083,0.985845148563385
209,083,nm-04,normal,180,1,083,0.9347854852676392
210,083,nm-05,normal,000,1,083,0.9624941349029541
211,083,nm-05,normal,090,1,083,0.9414174556732178
212,083,nm-05,normal,180,1,083,0.9565764665603638
213,083,nm-06,normal,000,1,083,0.9242802858352661
214,083,nm-06,normal,090,1,083,0.991908848285675
215,083,nm-06,normal,180,1,083,0.9772124290466309
216,084,cl-01,clothing,000,1,084,0.7384992837905884
217,084,cl-01,clothing,090,3,096,0.6811909079551697
218,084,cl-01,clothing,180,1,084,0.9021506905555725
219,084,cl-02,clothing,000,1,084,0.9308678507804871
220,084,cl-02,clothing,090,5,087,0.6653546094894409
221,084,cl-02,clothing,180,1,084,0.8883398175239563
225,084,nm-02,normal,000,1,084,0.9667465686798096
226,084,nm-02,normal,090,1,084,0.8034699559211731
227,084,nm-02,normal,180,1,084,0.9374439120292664
228,084,nm-03,normal,000,1,084,0.9805000424385071
229,084,nm-03,normal,090,1,084,0.832016110420227
230,084,nm-03,normal,180,1,084,0.94086092710495
231,084,nm-04,normal,000,1,084,0.9675214886665344
232,084,nm-04,normal,090,1,084,0.955123782157898
233,084,nm-04,normal,180,1,084,0.914126455783844
234,084,nm-05,normal,000,1,084,0.9583245515823364
235,084,nm-05,normal,090,1,084,0.9368180632591248
236,084,nm-05,normal,180,1,084,0.9123844504356384
237,084,nm-06,normal,000,1,084,0.9609716534614563
238,084,nm-06,normal,090,1,084,0.8370384573936462
239,084,nm-06,normal,180,1,084,0.9708189964294434
240,085,cl-01,clothing,000,5,119,0.9406728148460388
241,085,cl-01,clothing,090,4,081,0.8844140768051147
242,085,cl-01,clothing,180,2,119,0.874150812625885
243,085,cl-02,clothing,000,1,085,0.8222364187240601
244,085,cl-02,clothing,090,2,116,0.9038817286491394
245,085,cl-02,clothing,180,2,116,0.876664400100708
249,085,nm-02,normal,000,1,085,0.9118090271949768
250,085,nm-02,normal,090,4,081,0.8364619016647339
251,085,nm-02,normal,180,1,085,0.9631202816963196
252,085,nm-03,normal,000,1,085,0.9050815105438232
253,085,nm-03,normal,090,7,081,0.7515978217124939
254,085,nm-03,normal,180,1,085,0.9481331706047058
255,085,nm-04,normal,000,2,094,0.8819471597671509
256,085,nm-04,normal,090,1,085,0.8852072358131409
257,085,nm-04,normal,180,1,085,0.8970523476600647
258,085,nm-05,normal,000,5,090,0.8419491648674011
259,085,nm-05,normal,090,1,085,0.9267892241477966
260,085,nm-05,normal,180,1,085,0.8981760144233704
261,085,nm-06,normal,000,3,079,0.7560797929763794
262,085,nm-06,normal,090,1,085,0.8801847100257874
263,085,nm-06,normal,180,2,094,0.9142373204231262
264,086,cl-01,clothing,000,2,124,0.8657636046409607
265,086,cl-01,clothing,090,3,117,0.8308802247047424
266,086,cl-01,clothing,180,4,099,0.9151719808578491
267,086,cl-02,clothing,000,2,124,0.8436995148658752
268,086,cl-02,clothing,090,9,117,0.8539808988571167
269,086,cl-02,clothing,180,1,086,0.8509734869003296
273,086,nm-02,normal,000,1,086,0.9169478416442871
274,086,nm-02,normal,090,1,086,0.9252177476882935
275,086,nm-02,normal,180,1,086,0.9510366320610046
276,086,nm-03,normal,000,1,086,0.945478081703186
277,086,nm-03,normal,090,1,086,0.9395030736923218
278,086,nm-03,normal,180,1,086,0.9691582918167114
279,086,nm-04,normal,000,1,086,0.9181990623474121
280,086,nm-04,normal,090,1,086,0.9555419683456421
281,086,nm-04,normal,180,1,086,0.9428138732910156
282,086,nm-05,normal,000,1,086,0.9485041499137878
283,086,nm-05,normal,090,1,086,0.9231902360916138
284,086,nm-05,normal,180,1,086,0.9615212678909302
285,086,nm-06,normal,000,2,099,0.9142130017280579
286,086,nm-06,normal,090,1,086,0.8884445428848267
287,086,nm-06,normal,180,1,086,0.9323969483375549
288,087,cl-01,clothing,000,2,099,0.840196430683136
289,087,cl-01,clothing,090,2,102,0.7782052755355835
290,087,cl-01,clothing,180,1,087,0.9155816435813904
291,087,cl-02,clothing,000,2,086,0.8290488719940186
292,087,cl-02,clothing,090,1,087,0.7968872785568237
293,087,cl-02,clothing,180,1,087,0.9034700989723206
297,087,nm-02,normal,000,1,087,0.9478799700737
298,087,nm-02,normal,090,1,087,0.8353797793388367
299,087,nm-02,normal,180,1,087,0.9504014849662781
300,087,nm-03,normal,000,2,080,0.869934618473053
301,087,nm-03,normal,090,1,087,0.897520124912262
302,087,nm-03,normal,180,1,087,0.8878958225250244
303,087,nm-04,normal,000,2,080,0.9639790654182434
304,087,nm-04,normal,090,2,111,0.8802556395530701
305,087,nm-04,normal,180,1,087,0.9554518461227417
306,087,nm-05,normal,000,1,087,0.9612255096435547
307,087,nm-05,normal,090,1,087,0.8661473393440247
308,087,nm-05,normal,180,1,087,0.9348435997962952
309,087,nm-06,normal,000,1,087,0.9552995562553406
310,087,nm-06,normal,090,1,087,0.8567230701446533
311,087,nm-06,normal,180,1,087,0.9748029708862305
312,088,cl-01,clothing,000,1,088,0.8512409925460815
313,088,cl-01,clothing,090,1,088,0.8089255690574646
314,088,cl-01,clothing,180,1,088,0.845586895942688
315,088,cl-02,clothing,000,2,116,0.843923032283783
316,088,cl-02,clothing,090,1,088,0.789571225643158
317,088,cl-02,clothing,180,1,088,0.8647341728210449
321,088,nm-02,normal,000,1,088,0.8752102851867676
322,088,nm-02,normal,090,1,088,0.8660101890563965
323,088,nm-02,normal,180,1,088,0.8602955937385559
324,088,nm-03,normal,000,4,122,0.8398772478103638
325,088,nm-03,normal,090,1,088,0.8659113645553589
326,088,nm-04,normal,000,4,093,0.8790542483329773
327,088,nm-04,normal,090,1,088,0.9173637628555298
328,088,nm-05,normal,000,1,088,0.9801204800605774
329,088,nm-05,normal,090,1,088,0.8962820172309875
330,088,nm-05,normal,180,1,088,0.9138949513435364
331,088,nm-06,normal,000,1,088,0.9124099016189575
332,088,nm-06,normal,090,5,093,0.8407482504844666
333,088,nm-06,normal,180,4,098,0.8879037499427795
334,089,cl-01,clothing,000,2,099,0.9129820466041565
335,089,cl-01,clothing,090,9,085,0.8406489491462708
336,089,cl-01,clothing,180,2,090,0.8904770016670227
337,089,cl-02,clothing,000,6,090,0.8989225029945374
338,089,cl-02,clothing,090,3,090,0.9249249696731567
339,089,cl-02,clothing,180,2,090,0.8891651630401611
343,089,nm-02,normal,000,1,089,0.9374383687973022
344,089,nm-02,normal,090,1,089,0.9816927313804626
345,089,nm-02,normal,180,1,089,0.9328546524047852
346,089,nm-03,normal,000,1,089,0.9784207940101624
347,089,nm-03,normal,090,1,089,0.910770058631897
348,089,nm-03,normal,180,1,089,0.9205117225646973
349,089,nm-04,normal,000,1,089,0.9672786593437195
350,089,nm-04,normal,090,2,094,0.9373846054077148
351,089,nm-04,normal,180,1,089,0.9417716264724731
352,089,nm-05,normal,000,1,089,0.9573042392730713
353,089,nm-05,normal,090,1,089,0.9218314290046692
354,089,nm-05,normal,180,1,089,0.9128885269165039
355,089,nm-06,normal,000,2,099,0.8863438963890076
356,089,nm-06,normal,090,1,089,0.9234610199928284
357,089,nm-06,normal,180,2,095,0.9069079756736755
358,090,cl-01,clothing,000,1,090,0.9058744311332703
359,090,cl-01,clothing,090,3,075,0.8260791301727295
360,090,cl-01,clothing,180,3,105,0.8958118557929993
361,090,cl-02,clothing,000,1,090,0.9466611742973328
362,090,cl-02,clothing,090,1,090,0.9203363656997681
363,090,cl-02,clothing,180,1,090,0.9203093647956848
367,090,nm-02,normal,000,1,090,0.9856105446815491
368,090,nm-02,normal,090,1,090,0.9713481068611145
369,090,nm-02,normal,180,1,090,0.9749643206596375
370,090,nm-03,normal,000,1,090,0.99086594581604
371,090,nm-03,normal,090,1,090,0.9445732235908508
372,090,nm-03,normal,180,1,090,0.9835848212242126
373,090,nm-04,normal,000,1,090,0.9681437015533447
374,090,nm-04,normal,090,2,075,0.8876813650131226
375,090,nm-04,normal,180,1,090,0.9701561331748962
376,090,nm-05,normal,000,1,090,0.9650640487670898
377,090,nm-05,normal,090,1,090,0.9140218496322632
378,090,nm-05,normal,180,1,090,0.965937077999115
379,090,nm-06,normal,000,1,090,0.9586955904960632
380,090,nm-06,normal,090,1,090,0.9038337469100952
381,090,nm-06,normal,180,1,090,0.9732365012168884
382,091,cl-01,clothing,000,2,114,0.7960972785949707
383,091,cl-01,clothing,090,2,114,0.8148149847984314
384,091,cl-01,clothing,180,1,091,0.7938172221183777
385,091,cl-02,clothing,000,1,091,0.9136804342269897
386,091,cl-02,clothing,090,1,091,0.8075768947601318
387,091,cl-02,clothing,180,1,091,0.7517766356468201
391,091,nm-02,normal,000,1,091,0.8256561756134033
392,091,nm-02,normal,090,1,091,0.9505646824836731
393,091,nm-02,normal,180,2,120,0.9019268155097961
394,091,nm-03,normal,000,1,091,0.9304291009902954
395,091,nm-03,normal,090,1,091,0.9486997723579407
396,091,nm-03,normal,180,2,120,0.8978803157806396
397,091,nm-04,normal,000,1,091,0.8111968040466309
398,091,nm-04,normal,090,1,091,0.9687173366546631
399,091,nm-04,normal,180,2,114,0.8017975091934204
400,091,nm-05,normal,000,1,091,0.6960124373435974
401,091,nm-05,normal,090,1,091,0.8236136436462402
402,091,nm-05,normal,180,1,091,0.8340422511100769
403,091,nm-06,normal,000,4,120,0.9296444654464722
404,091,nm-06,normal,090,1,091,0.817953884601593
405,091,nm-06,normal,180,4,124,0.8437923789024353
406,092,cl-01,clothing,000,19,084,0.6236312389373779
407,092,cl-01,clothing,090,2,119,0.7234238982200623
408,092,cl-01,clothing,180,27,094,0.6318183541297913
409,092,cl-02,clothing,000,23,084,0.6562004685401917
410,092,cl-02,clothing,090,3,106,0.8156529664993286
411,092,cl-02,clothing,180,17,106,0.6580779552459717
415,092,nm-02,normal,000,1,092,0.9211012721061707
416,092,nm-02,normal,090,1,092,0.9542503356933594
417,092,nm-02,normal,180,1,092,0.8711701035499573
418,092,nm-03,normal,000,1,092,0.8276484608650208
419,092,nm-03,normal,090,1,092,0.9778260588645935
420,092,nm-03,normal,180,1,092,0.9572898149490356
421,092,nm-04,normal,000,2,089,0.8153155446052551
422,092,nm-04,normal,090,1,092,0.822529673576355
423,092,nm-04,normal,180,1,092,0.9372103214263916
424,092,nm-05,normal,000,1,092,0.9254891276359558
425,092,nm-05,normal,090,1,092,0.9156671762466431
426,092,nm-05,normal,180,1,092,0.95194011926651
427,092,nm-06,normal,000,1,092,0.8885862231254578
428,092,nm-06,normal,090,1,092,0.948793888092041
429,092,nm-06,normal,180,1,092,0.9108774065971375
430,093,cl-01,clothing,000,7,088,0.8555532097816467
431,093,cl-01,clothing,090,6,088,0.7669371366500854
432,093,cl-01,clothing,180,5,114,0.7590883374214172
433,093,cl-02,clothing,000,6,088,0.7435902953147888
434,093,cl-02,clothing,090,3,088,0.7683424949645996
435,093,cl-02,clothing,180,5,122,0.6647262573242188
439,093,nm-02,normal,000,3,098,0.9323405027389526
440,093,nm-02,normal,090,6,088,0.843900203704834
441,093,nm-02,normal,180,1,093,0.9169726967811584
442,093,nm-03,normal,000,1,093,0.9425625205039978
443,093,nm-03,normal,090,5,111,0.8615757822990417
444,093,nm-03,normal,180,1,093,0.8888720273971558
445,093,nm-04,normal,000,1,093,0.9188142418861389
446,093,nm-04,normal,090,5,113,0.8947991728782654
447,093,nm-04,normal,180,4,078,0.8810370564460754
448,093,nm-05,normal,000,2,113,0.8290934562683105
449,093,nm-05,normal,090,6,111,0.7412140369415283
450,093,nm-05,normal,180,1,093,0.8109016418457031
451,093,nm-06,normal,000,2,113,0.7761907577514648
452,093,nm-06,normal,090,15,088,0.6865330934524536
453,093,nm-06,normal,180,1,093,0.8461777567863464
454,094,cl-01,clothing,000,1,094,0.9485282301902771
455,094,cl-01,clothing,090,3,095,0.887458324432373
456,094,cl-01,clothing,180,1,094,0.8469453454017639
457,094,cl-02,clothing,000,4,089,0.9208289980888367
458,094,cl-02,clothing,090,9,081,0.814988374710083
459,094,cl-02,clothing,180,1,094,0.9208559989929199
463,094,nm-02,normal,000,6,084,0.8177847862243652
464,094,nm-02,normal,090,1,094,0.9253703355789185
465,094,nm-02,normal,180,2,089,0.9608584046363831
466,094,nm-03,normal,000,1,094,0.9859536290168762
467,094,nm-03,normal,090,2,099,0.8904775977134705
468,094,nm-03,normal,180,1,094,0.8991395235061646
469,094,nm-04,normal,000,2,089,0.9030536413192749
470,094,nm-04,normal,090,4,089,0.8939158916473389
471,094,nm-04,normal,180,1,094,0.9460586905479431
472,094,nm-05,normal,000,5,099,0.9083991646766663
473,094,nm-05,normal,090,4,086,0.8506796956062317
474,094,nm-05,normal,180,3,090,0.8569942116737366
475,094,nm-06,normal,000,6,089,0.929863452911377
476,094,nm-06,normal,090,2,124,0.8356520533561707
477,094,nm-06,normal,180,2,095,0.8186387419700623
478,095,cl-01,clothing,000,1,095,0.8921627998352051
479,095,cl-01,clothing,090,13,087,0.7643947005271912
480,095,cl-01,clothing,180,1,095,0.8652889728546143
481,095,cl-02,clothing,000,1,095,0.9162590503692627
482,095,cl-02,clothing,090,2,084,0.8663294315338135
483,095,cl-02,clothing,180,5,085,0.9452260732650757
487,095,nm-02,normal,000,1,095,0.9094236493110657
488,095,nm-02,normal,090,3,076,0.794849693775177
489,095,nm-02,normal,180,1,095,0.9195623993873596
490,095,nm-03,normal,000,1,095,0.8911230564117432
491,095,nm-03,normal,090,1,095,0.8041397929191589
492,095,nm-03,normal,180,1,095,0.9546251893043518
493,095,nm-04,normal,000,1,095,0.8619460463523865
494,095,nm-04,normal,090,2,076,0.7392303347587585
495,095,nm-04,normal,180,2,090,0.9261804819107056
496,095,nm-05,normal,000,3,089,0.8868405222892761
497,095,nm-05,normal,090,2,084,0.8692232370376587
498,095,nm-05,normal,180,4,089,0.9342653155326843
499,095,nm-06,normal,000,6,087,0.9156221151351929
500,095,nm-06,normal,090,7,094,0.6690316200256348
501,095,nm-06,normal,180,4,090,0.9139339327812195
502,096,cl-01,clothing,000,1,096,0.9482637643814087
503,096,cl-01,clothing,090,1,096,0.8726497292518616
504,096,cl-01,clothing,180,1,096,0.9549070596694946
505,096,cl-02,clothing,000,1,096,0.973965048789978
506,096,cl-02,clothing,090,1,096,0.853721022605896
507,096,cl-02,clothing,180,1,096,0.9551138877868652
511,096,nm-02,normal,000,1,096,0.9949242472648621
512,096,nm-02,normal,090,1,096,0.9905614852905273
513,096,nm-02,normal,180,1,096,0.9973427057266235
514,096,nm-03,normal,000,1,096,0.9974855184555054
515,096,nm-03,normal,090,1,096,0.9912877082824707
516,096,nm-03,normal,180,1,096,0.9909484386444092
517,096,nm-04,normal,000,1,096,0.995295524597168
518,096,nm-04,normal,090,1,096,0.9767098426818848
519,096,nm-04,normal,180,1,096,0.9948480129241943
520,096,nm-05,normal,000,1,096,0.9912645816802979
521,096,nm-05,normal,090,1,096,0.976509153842926
522,096,nm-05,normal,180,1,096,0.9939088821411133
523,096,nm-06,normal,000,1,096,0.9910189509391785
524,096,nm-06,normal,090,1,096,0.9646229147911072
525,096,nm-06,normal,180,1,096,0.9922943115234375
526,097,cl-01,clothing,000,1,097,0.964200496673584
527,097,cl-01,clothing,090,1,097,0.9213238954544067
528,097,cl-01,clothing,180,1,097,0.967480480670929
529,097,cl-02,clothing,000,1,097,0.9559372663497925
530,097,cl-02,clothing,090,1,097,0.9295940399169922
531,097,cl-02,clothing,180,1,097,0.9698207974433899
535,097,nm-02,normal,000,1,097,0.9730742573738098
536,097,nm-02,normal,090,1,097,0.9423881769180298
537,097,nm-02,normal,180,1,097,0.9710858464241028
538,097,nm-03,normal,000,2,104,0.946761429309845
539,097,nm-03,normal,090,1,097,0.941789448261261
540,097,nm-03,normal,180,1,097,0.9796789288520813
541,097,nm-04,normal,000,1,097,0.9495734572410583
542,097,nm-04,normal,090,1,097,0.953518807888031
543,097,nm-04,normal,180,1,097,0.9382744431495667
544,097,nm-05,normal,000,1,097,0.9690760374069214
545,097,nm-05,normal,090,1,097,0.9388450384140015
546,097,nm-05,normal,180,1,097,0.9771618843078613
547,097,nm-06,normal,000,1,097,0.9883323311805725
548,097,nm-06,normal,090,1,097,0.9623749852180481
549,097,nm-06,normal,180,1,097,0.9372909665107727
550,098,cl-01,clothing,000,10,081,0.9106886386871338
551,098,cl-01,clothing,090,3,078,0.8389972448348999
552,098,cl-01,clothing,180,6,119,0.9638103246688843
553,098,cl-02,clothing,000,2,119,0.8496556878089905
554,098,cl-02,clothing,090,1,098,0.8527874946594238
555,098,cl-02,clothing,180,2,119,0.9202821254730225
559,098,nm-02,normal,000,1,098,0.8621333241462708
560,098,nm-02,normal,090,1,098,0.9210752248764038
561,098,nm-02,normal,180,1,098,0.9477741718292236
562,098,nm-03,normal,000,1,098,0.9357046484947205
563,098,nm-03,normal,090,1,098,0.914139986038208
564,098,nm-03,normal,180,1,098,0.9279139041900635
565,098,nm-04,normal,000,4,119,0.8980658054351807
566,098,nm-04,normal,090,1,098,0.9408656358718872
567,098,nm-04,normal,180,2,119,0.9410512447357178
568,098,nm-05,normal,000,1,098,0.9251991510391235
569,098,nm-05,normal,090,1,098,0.9287684559822083
570,098,nm-05,normal,180,1,098,0.9282134175300598
571,098,nm-06,normal,000,4,119,0.9060603976249695
572,098,nm-06,normal,090,4,091,0.9220324158668518
573,098,nm-06,normal,180,1,098,0.9502055644989014
574,099,cl-01,clothing,000,1,099,0.845467746257782
575,099,cl-01,clothing,090,3,090,0.8660483360290527
576,099,cl-01,clothing,180,3,075,0.8158261775970459
577,099,cl-02,clothing,000,2,089,0.9053897857666016
578,099,cl-02,clothing,090,4,090,0.8901057243347168
579,099,cl-02,clothing,180,1,099,0.8226457238197327
583,099,nm-02,normal,000,2,105,0.9416933655738831
584,099,nm-02,normal,090,6,086,0.9062115550041199
585,099,nm-02,normal,180,1,099,0.9360688328742981
586,099,nm-03,normal,000,1,099,0.936955988407135
