probe_index,subject,condition,condition_family,view,rank,top1_subject,top1_score
91,078,nm-05,normal,090,2,088,0.9250367879867554
92,078,nm-05,normal,180,1,078,0.8725065588951111
93,078,nm-06,normal,000,1,078,0.965181291103363
94,078,nm-06,normal,090,2,088,0.8885682225227356
95,078,nm-06,normal,180,1,078,0.9204118251800537
96,079,cl-01,clothing,000,6,122,0.9105841517448425
97,079,cl-01,clothing,090,2,115,0.8776577115058899
98,079,cl-01,clothing,180,5,098,0.8978302478790283
99,079,cl-02,clothing,000,4,122,0.8880417346954346
100,079,cl-02,clothing,090,1,079,0.8587760925292969
101,079,cl-02,clothing,180,4,093,0.9162489771842957
105,079,nm-02,normal,000,1,079,0.9370439052581787
106,079,nm-02,normal,090,1,079,0.8348365426063538
107,079,nm-02,normal,180,1,079,0.8700333833694458
108,079,nm-03,normal,000,1,079,0.929793119430542
109,079,nm-03,normal,090,1,079,0.9258874654769897
110,079,nm-03,normal,180,1,079,0.8901779651641846
111,079,nm-04,normal,000,1,079,0.895666778087616
112,079,nm-04,normal,090,1,079,0.9586858153343201
113,079,nm-04,normal,180,1,079,0.955821692943573
114,079,nm-05,normal,000,1,079,0.9212840795516968
115,079,nm-05,normal,090,1,079,0.9412455558776855
116,079,nm-05,normal,180,1,079,0.9382199048995972
117,079,nm-06,normal,000,1,079,0.9387338757514954
118,079,nm-06,normal,090,1,079,0.9254405498504639
119,079,nm-06,normal,180,1,079,0.968040406703949
120,080,cl-01,clothing,000,7,085,0.830462634563446
121,080,cl-01,clothing,090,4,093,0.8441110849380493
122,080,cl-01,clothing,180,6,085,0.8565258383750916
123,080,cl-02,clothing,000,1,080,0.8707464933395386
124,080,cl-02,clothing,090,3,123,0.8432774543762207
125,080,cl-02,clothing,180,6,090,0.8237904906272888
129,080,nm-02,normal,000,3,085,0.8548031449317932
130,080,nm-02,normal,090,1,080,0.8525459170341492
131,080,nm-02,normal,180,1,080,0.8943731784820557
132,080,nm-03,normal,000,1,080,0.8952611088752747
133,080,nm-03,normal,090,2,111,0.8711932897567749
134,080,nm-03,normal,180,1,080,0.9723999500274658
135,080,nm-04,normal,000,8,115,0.8909769654273987
136,080,nm-04,normal,090,1,080,0.8400776386260986
137,080,nm-04,normal,180,2,117,0.8371555805206299
138,080,nm-05,normal,000,1,080,0.8230752944946289
139,080,nm-05,normal,090,1,080,0.8344140648841858
140,080,nm-05,normal,180,1,080,0.9120078086853027
141,080,nm-06,normal,000,3,119,0.8780531883239746
142,080,nm-06,normal,090,2,111,0.8327264189720154
143,080,nm-06,normal,180,1,080,0.9306368231773376
144,081,cl-01,clothing,000,11,114,0.6707047820091248
145,081,cl-01,clothing,090,2,092,0.7229037880897522
146,081,cl-01,clothing,180,3,092,0.8470595479011536
147,081,cl-02,clothing,000,6,119,0.7584230303764343
148,081,cl-02,clothing,090,1,081,0.7693020105361938
149,081,cl-02,clothing,180,11,120,0.8201904892921448
153,081,nm-02,normal,000,2,075,0.9248684644699097
154,081,nm-02,normal,090,1,081,0.9678274393081665
155,081,nm-02,normal,180,1,081,0.9138381481170654
156,081,nm-03,normal,000,3,086,0.9316965937614441
157,081,nm-03,normal,090,1,081,0.9129700064659119
158,081,nm-03,normal,180,1,081,0.8972857594490051
159,081,nm-04,normal,000,5,086,0.8471720218658447
160,081,nm-04,normal,090,1,081,0.8891083002090454
161,081,nm-04,normal,180,1,081,0.9578664302825928
162,081,nm-05,normal,000,1,081,0.9237625002861023
163,081,nm-05,normal,090,1,081,0.9174939393997192
164,081,nm-05,normal,180,1,081,0.9875246286392212
165,081,nm-06,normal,000,1,081,0.9576948881149292
166,081,nm-06,normal,090,1,081,0.8940914869308472
167,081,nm-06,normal,180,2,092,0.9284071326255798
168,082,cl-01,clothing,000,1,082,0.7838188409805298
169,082,cl-01,clothing,090,1,082,0.8276981711387634
170,082,cl-01,clothing,180,1,082,0.7733017802238464
171,082,cl-02,clothing,000,1,082,0.8911600112915039
172,082,cl-02,clothing,090,1,082,0.818432092666626
173,082,cl-02,clothing,180,1,082,0.9053377509117126
177,082,nm-02,normal,000,1,082,0.8956797122955322
178,082,nm-02,normal,090,1,082,0.8175774812698364
179,082,nm-02,normal,180,1,082,0.974399745464325
180,082,nm-03,normal,000,1,082,0.919285774230957
181,082,nm-03,normal,090,1,082,0.9062552452087402
182,082,nm-03,normal,180,1,082,0.935522735118866
183,082,nm-04,normal,000,2,077,0.9226112961769104
184,082,nm-04,normal,090,1,082,0.9349431395530701
185,082,nm-04,normal,180,1,082,0.9566640257835388
186,082,nm-05,normal,000,1,082,0.9497976899147034
187,082,nm-05,normal,090,1,082,0.9028931856155396
188,082,nm-05,normal,180,1,082,0.9840344190597534
189,082,nm-06,normal,000,1,082,0.926867663860321
190,082,nm-06,normal,090,1,082,0.9040452837944031
191,082,nm-06,normal,180,1,082,0.9799321293830872
192,083,cl-01,clothing,000,1,083,0.9553744792938232
193,083,cl-01,clothing,090,1,083,0.8344208598136902
194,083,cl-01,clothing,180,2,108,0.9467774033546448
195,083,cl-02,clothing,000,1,083,0.9431060552597046
196,083,cl-02,clothing,090,1,083,0.8478955626487732
197,083,cl-02,clothing,180,2,108,0.9458997249603271
201,083,nm-02,normal,000,1,083,0.9655444025993347
202,083,nm-02,normal,090,1,083,0.9711544513702393
203,083,nm-02,normal,180,1,083,0.980824887752533
204,083,nm-03,normal,000,1,083,0.9802601933479309
205,083,nm-03,normal,090,1,083,0.9871823191642761
206,083,nm-03,normal,180,1,083,0.9764357209205627
207,083,nm-04,normal,000,1,083,0.9888697266578674
208,083,nm-04,normal,090,1,083,0.9782260656356812
209,083,nm-04,normal,180,1,083,0.9785258173942566
210,083,nm-05,normal,000,1,083,0.9731112122535706
211,083,nm-05,normal,090,1,083,0.9525594115257263
212,083,nm-05,normal,180,1,083,0.989691436290741
213,083,nm-06,normal,000,1,083,0.9773769974708557
214,083,nm-06,normal,090,1,083,0.9753464460372925
215,083,nm-06,normal,180,1,083,0.9589884281158447
216,084,cl-01,clothing,000,10,122,0.7515825033187866
217,084,cl-01,clothing,090,2,096,0.8823471665382385
218,084,cl-01,clothing,180,5,119,0.8479833602905273
219,084,cl-02,clothing,000,1,084,0.8169769048690796
220,084,cl-02,clothing,090,2,096,0.8099527359008789
221,084,cl-02,clothing,180,3,119,0.7728539705276489
225,084,nm-02,normal,000,1,084,0.8845105767250061
226,084,nm-02,normal,090,1,084,0.7782073616981506
227,084,nm-02,normal,180,1,084,0.9542868733406067
228,084,nm-03,normal,000,1,084,0.9547288417816162
229,084,nm-03,normal,090,1,084,0.9400198459625244
230,084,nm-03,normal,180,1,084,0.889865517616272
231,084,nm-04,normal,000,1,084,0.7179287672042847
232,084,nm-04,normal,090,1,084,0.8483770489692688
233,084,nm-04,normal,180,4,115,0.8447667360305786
234,084,nm-05,normal,000,2,076,0.649439811706543
235,084,nm-05,normal,090,1,084,0.9601595401763916
236,084,nm-05,normal,180,2,090,0.8315805792808533
237,084,nm-06,normal,000,1,084,0.7025697231292725
238,084,nm-06,normal,090,1,084,0.9482928514480591
239,084,nm-06,normal,180,2,090,0.8694012761116028
240,085,cl-01,clothing,000,1,085,0.8567222952842712
241,085,cl-01,clothing,090,1,085,0.9411865472793579
242,085,cl-01,clothing,180,6,093,0.8860927224159241
243,085,cl-02,clothing,000,1,085,0.8641304969787598
244,085,cl-02,clothing,090,1,085,0.8986167907714844
245,085,cl-02,clothing,180,1,085,0.943252682685852
249,085,nm-02,normal,000,1,085,0.917147696018219
250,085,nm-02,normal,090,1,085,0.9149510264396667
251,085,nm-02,normal,180,1,085,0.9281547665596008
252,085,nm-03,normal,000,2,098,0.8863741159439087
253,085,nm-03,normal,090,1,085,0.8431460857391357
254,085,nm-03,normal,180,1,085,0.9462907910346985
255,085,nm-04,normal,000,1,085,0.9237093925476074
256,085,nm-04,normal,090,2,116,0.8254806399345398
257,085,nm-04,normal,180,1,085,0.9514994621276855
258,085,nm-05,normal,000,1,085,0.9073772430419922
259,085,nm-05,normal,090,2,115,0.8327165842056274
260,085,nm-05,normal,180,1,085,0.9383261203765869
261,085,nm-06,normal,000,2,111,0.818368673324585
262,085,nm-06,normal,090,1,085,0.9177718162536621
263,085,nm-06,normal,180,1,085,0.916005551815033
264,086,cl-01,clothing,000,2,124,0.8811496496200562
265,086,cl-01,clothing,090,3,099,0.9057956337928772
266,086,cl-01,clothing,180,1,086,0.8672045469284058
267,086,cl-02,clothing,000,1,086,0.8601036667823792
268,086,cl-02,clothing,090,3,099,0.9165728092193604
269,086,cl-02,clothing,180,2,124,0.836091160774231
273,086,nm-02,normal,000,1,086,0.9725824594497681
274,086,nm-02,normal,090,1,086,0.9012529253959656
275,086,nm-02,normal,180,1,086,0.9504393339157104
276,086,nm-03,normal,000,1,086,0.9257568717002869
277,086,nm-03,normal,090,1,086,0.8658385276794434
278,086,nm-03,normal,180,1,086,0.9741829633712769
279,086,nm-04,normal,000,1,086,0.9487319588661194
280,086,nm-04,normal,090,4,120,0.9018024206161499
281,086,nm-04,normal,180,1,086,0.9509038329124451
282,086,nm-05,normal,000,1,086,0.9488568305969238
283,086,nm-05,normal,090,4,120,0.7981992363929749
284,086,nm-05,normal,180,1,086,0.9728216528892517
285,086,nm-06,normal,000,1,086,0.901920735836029
286,086,nm-06,normal,090,5,124,0.7727227807044983
287,086,nm-06,normal,180,2,124,0.9652925133705139
288,087,cl-01,clothing,000,1,087,0.7401872873306274
289,087,cl-01,clothing,090,6,093,0.8012613654136658
290,087,cl-01,clothing,180,1,087,0.8199101686477661
291,087,cl-02,clothing,000,1,087,0.7473857998847961
292,087,cl-02,clothing,090,10,093,0.8296894431114197
293,087,cl-02,clothing,180,1,087,0.7733343839645386
297,087,nm-02,normal,000,1,087,0.8289670348167419
298,087,nm-02,normal,090,1,087,0.9376327395439148
299,087,nm-02,normal,180,1,087,0.9785279035568237
300,087,nm-03,normal,000,7,081,0.8511626124382019
301,087,nm-03,normal,090,9,084,0.879136323928833
302,087,nm-03,normal,180,1,087,0.8606182336807251
303,087,nm-04,normal,000,10,078,0.8433700799942017
304,087,nm-04,normal,090,1,087,0.8397687077522278
305,087,nm-04,normal,180,1,087,0.9715834259986877
306,087,nm-05,normal,000,4,090,0.8342142701148987
307,087,nm-05,normal,090,1,087,0.875879168510437
308,087,nm-05,normal,180,1,087,0.9671781063079834
309,087,nm-06,normal,000,3,099,0.8086257576942444
310,087,nm-06,normal,090,1,087,0.7746511101722717
311,087,nm-06,normal,180,1,087,0.8728485703468323
312,088,cl-01,clothing,000,3,122,0.907365620136261
313,088,cl-01,clothing,090,1,088,0.9273711442947388
314,088,cl-01,clothing,180,4,122,0.839797854423523
315,088,cl-02,clothing,000,5,098,0.8089691996574402
316,088,cl-02,clothing,090,1,088,0.8626279830932617
317,088,cl-02,clothing,180,4,122,0.8692269325256348
321,088,nm-02,normal,000,1,088,0.9357531666755676
322,088,nm-02,normal,090,1,088,0.9043924808502197
323,088,nm-02,normal,180,1,088,0.9705497622489929
324,088,nm-03,normal,000,5,113,0.897288978099823
325,088,nm-03,normal,090,1,088,0.96055006980896
326,088,nm-04,normal,000,2,113,0.9421250820159912
327,088,nm-04,normal,090,1,088,0.9378718137741089
328,088,nm-05,normal,000,1,088,0.9641979336738586
329,088,nm-05,normal,090,1,088,0.9585703015327454
330,088,nm-05,normal,180,1,088,0.9435962438583374
331,088,nm-06,normal,000,2,113,0.925933301448822
332,088,nm-06,normal,090,1,088,0.9272945523262024
333,088,nm-06,normal,180,1,088,0.9574260115623474
334,089,cl-01,clothing,000,6,095,0.8201800584793091
335,089,cl-01,clothing,090,3,077,0.8435918688774109
336,089,cl-01,clothing,180,2,090,0.8039323687553406
337,089,cl-02,clothing,000,11,105,0.8580335378646851
338,089,cl-02,clothing,090,6,077,0.8878053426742554
339,089,cl-02,clothing,180,1,089,0.8234536647796631
343,089,nm-02,normal,000,2,094,0.8902788162231445
344,089,nm-02,normal,090,6,086,0.8259171843528748
345,089,nm-02,normal,180,1,089,0.8714686036109924
346,089,nm-03,normal,000,1,089,0.9076257348060608
347,089,nm-03,normal,090,1,089,0.8637303709983826
348,089,nm-03,normal,180,1,089,0.9628747701644897
349,089,nm-04,normal,000,1,089,0.9668131470680237
350,089,nm-04,normal,090,1,089,0.9328656196594238
351,089,nm-04,normal,180,1,089,0.9388128519058228
352,089,nm-05,normal,000,5,094,0.9215613007545471
353,089,nm-05,normal,090,3,105,0.878189742565155
354,089,nm-05,normal,180,7,105,0.9035499095916748
355,089,nm-06,normal,000,2,086,0.9267606735229492
356,089,nm-06,normal,090,2,094,0.9051762223243713
357,089,nm-06,normal,180,1,089,0.8892989158630371
358,090,cl-01,clothing,000,1,090,0.9122864603996277
359,090,cl-01,clothing,090,9,075,0.8059139251708984
360,090,cl-01,clothing,180,1,090,0.9481852054595947
361,090,cl-02,clothing,000,1,090,0.9744212031364441
362,090,cl-02,clothing,090,2,089,0.9017528295516968
363,090,cl-02,clothing,180,1,090,0.9456921219825745
367,090,nm-02,normal,000,1,090,0.9540100693702698
368,090,nm-02,normal,090,1,090,0.8823612332344055
369,090,nm-02,normal,180,1,090,0.948077380657196
370,090,nm-03,normal,000,1,090,0.9627048373222351
371,090,nm-03,normal,090,1,090,0.9205509424209595
372,090,nm-03,normal,180,1,090,0.9355759620666504
373,090,nm-04,normal,000,1,090,0.9306691288948059
374,090,nm-04,normal,090,1,090,0.9293835759162903
375,090,nm-04,normal,180,1,090,0.9691512584686279
376,090,nm-05,normal,000,1,090,0.9378883838653564
377,090,nm-05,normal,090,1,090,0.9600914716720581
378,090,nm-05,normal,180,1,090,0.9503002762794495
379,090,nm-06,normal,000,1,090,0.9711505174636841
380,090,nm-06,normal,090,1,090,0.9260233640670776
381,090,nm-06,normal,180,1,090,0.9399138689041138
382,091,cl-01,clothing,000,1,091,0.8365998864173889
383,091,cl-01,clothing,090,1,091,0.8706923723220825
384,091,cl-01,clothing,180,1,091,0.9054479598999023
385,091,cl-02,clothing,000,2,120,0.9080139398574829
386,091,cl-02,clothing,090,1,091,0.872050404548645
387,091,cl-02,clothing,180,1,091,0.7690718770027161
391,091,nm-02,normal,000,1,091,0.9529155492782593
392,091,nm-02,normal,090,1,091,0.9634978771209717
393,091,nm-02,normal,180,1,091,0.9510610699653625
394,091,nm-03,normal,000,1,091,0.9707521796226501
395,091,nm-03,normal,090,1,091,0.8787252902984619
396,091,nm-03,normal,180,1,091,0.8474371433258057
397,091,nm-04,normal,000,1,091,0.9363347291946411
398,091,nm-04,normal,090,1,091,0.839448094367981
399,091,nm-04,normal,180,1,091,0.8966756463050842
400,091,nm-05,normal,000,1,091,0.8639477491378784
401,091,nm-05,normal,090,1,091,0.8536758422851562
402,091,nm-05,normal,180,1,091,0.9040865302085876
403,091,nm-06,normal,000,1,091,0.8424451351165771
404,091,nm-06,normal,090,1,091,0.8721303939819336
405,091,nm-06,normal,180,1,091,0.886279821395874
406,092,cl-01,clothing,000,35,112,0.5477214455604553
407,092,cl-01,clothing,090,1,092,0.8589454293251038
408,092,cl-01,clothing,180,29,082,0.5622169971466064
409,092,cl-02,clothing,000,39,094,0.6471577882766724
410,092,cl-02,clothing,090,1,092,0.8719791173934937
411,092,cl-02,clothing,180,34,094,0.6306187510490417
415,092,nm-02,normal,000,1,092,0.9432966113090515
416,092,nm-02,normal,090,1,092,0.8219946622848511
417,092,nm-02,normal,180,1,092,0.9440945386886597
418,092,nm-03,normal,000,1,092,0.9095495343208313
419,092,nm-03,normal,090,2,091,0.8605375289916992
420,092,nm-03,normal,180,1,092,0.9524521231651306
421,092,nm-04,normal,000,1,092,0.97948157787323
422,092,nm-04,normal,090,5,113,0.8189603686332703
423,092,nm-04,normal,180,1,092,0.9162074327468872
424,092,nm-05,normal,000,1,092,0.9132246971130371
425,092,nm-05,normal,090,1,092,0.8021292090415955
426,092,nm-05,normal,180,1,092,0.9475202560424805
427,092,nm-06,normal,000,1,092,0.9397687315940857
428,092,nm-06,normal,090,2,091,0.8719186782836914
429,092,nm-06,normal,180,1,092,0.9495372176170349
430,093,cl-01,clothing,000,16,114,0.7933008074760437
431,093,cl-01,clothing,090,2,122,0.8647515177726746
432,093,cl-01,clothing,180,13,088,0.849898636341095
433,093,cl-02,clothing,000,1,093,0.7023360729217529
434,093,cl-02,clothing,090,5,122,0.8557718992233276
435,093,cl-02,clothing,180,5,086,0.716976523399353
439,093,nm-02,normal,000,1,093,0.9511132836341858
440,093,nm-02,normal,090,1,093,0.9517781138420105
441,093,nm-02,normal,180,1,093,0.9437941312789917
442,093,nm-03,normal,000,1,093,0.9349774122238159
443,093,nm-03,normal,090,1,093,0.9325276017189026
444,093,nm-03,normal,180,1,093,0.9214770197868347
445,093,nm-04,normal,000,1,093,0.8961622714996338
446,093,nm-04,normal,090,3,113,0.8808722496032715
447,093,nm-04,normal,180,5,111,0.9024876356124878
448,093,nm-05,normal,000,1,093,0.9406269192695618
449,093,nm-05,normal,090,22,098,0.8475196361541748
450,093,nm-05,normal,180,1,093,0.946605384349823
451,093,nm-06,normal,000,1,093,0.9030519127845764
452,093,nm-06,normal,090,2,113,0.8311501145362854
453,093,nm-06,normal,180,1,093,0.8751154541969299
454,094,cl-01,clothing,000,3,105,0.8862857222557068
455,094,cl-01,clothing,090,11,075,0.7861268520355225
456,094,cl-01,clothing,180,2,105,0.9260969161987305
457,094,cl-02,clothing,000,6,089,0.8703071475028992
458,094,cl-02,clothing,090,25,115,0.8050045371055603
459,094,cl-02,clothing,180,8,089,0.9114744067192078
463,094,nm-02,normal,000,1,094,0.9795349836349487
464,094,nm-02,normal,090,1,094,0.9169113039970398
465,094,nm-02,normal,180,1,094,0.9618308544158936
466,094,nm-03,normal,000,1,094,0.9959478974342346
467,094,nm-03,normal,090,3,078,0.8146918416023254
468,094,nm-03,normal,180,4,086,0.8963638544082642
469,094,nm-04,normal,000,3,105,0.9324964284896851
470,094,nm-04,normal,090,1,094,0.899952232837677
471,094,nm-04,normal,180,1,094,0.9523758888244629
472,094,nm-05,normal,000,32,124,0.8312336206436157
473,094,nm-05,normal,090,8,081,0.8191658854484558
474,094,nm-05,normal,180,25,081,0.6640673875808716
475,094,nm-06,normal,000,15,081,0.7997435927391052
476,094,nm-06,normal,090,5,080,0.8494458794593811
477,094,nm-06,normal,180,13,089,0.7499467730522156
478,095,cl-01,clothing,000,1,095,0.9361845850944519
479,095,cl-01,clothing,090,2,096,0.8107538223266602
480,095,cl-01,clothing,180,4,077,0.8663918375968933
481,095,cl-02,clothing,000,1,095,0.8916553258895874
482,095,cl-02,clothing,090,1,095,0.8536917567253113
483,095,cl-02,clothing,180,4,077,0.8398016691207886
487,095,nm-02,normal,000,1,095,0.8989505171775818
488,095,nm-02,normal,090,1,095,0.9190084338188171
489,095,nm-02,normal,180,6,094,0.9185683727264404
490,095,nm-03,normal,000,1,095,0.9591779708862305
491,095,nm-03,normal,090,1,095,0.904627799987793
492,095,nm-03,normal,180,1,095,0.9200660586357117
493,095,nm-04,normal,000,1,095,0.9361229538917542
494,095,nm-04,normal,090,1,095,0.9354084134101868
495,095,nm-04,normal,180,5,094,0.9079960584640503
496,095,nm-05,normal,000,1,095,0.8548059463500977
497,095,nm-05,normal,090,1,095,0.8820942640304565
498,095,nm-05,normal,180,4,089,0.8944481015205383
499,095,nm-06,normal,000,1,095,0.8960407972335815
500,095,nm-06,normal,090,1,095,0.8224844932556152
501,095,nm-06,normal,180,5,090,0.9167383909225464
502,096,cl-01,clothing,000,1,096,0.9773477911949158
503,096,cl-01,clothing,090,1,096,0.941800057888031
504,096,cl-01,clothing,180,1,096,0.9318048357963562
505,096,cl-02,clothing,000,1,096,0.9773706793785095
506,096,cl-02,clothing,090,1,096,0.9013314247131348
507,096,cl-02,clothing,180,1,096,0.8677193522453308
511,096,nm-02,normal,000,1,096,0.9963940978050232
512,096,nm-02,normal,090,1,096,0.9845761656761169
513,096,nm-02,normal,180,1,096,0.9964504241943359
514,096,nm-03,normal,000,1,096,0.9979444742202759
515,096,nm-03,normal,090,1,096,0.9883041977882385
516,096,nm-03,normal,180,1,096,0.9950971007347107
517,096,nm-04,normal,000,1,096,0.9986253380775452
518,096,nm-04,normal,090,1,096,0.9863144755363464
519,096,nm-04,normal,180,1,096,0.9912657737731934
520,096,nm-05,normal,000,1,096,0.9972290396690369
521,096,nm-05,normal,090,1,096,0.9799305200576782
522,096,nm-05,normal,180,1,096,0.9939056634902954
523,096,nm-06,normal,000,1,096,0.978082537651062
524,096,nm-06,normal,090,1,096,0.992093563079834
525,096,nm-06,normal,180,1,096,0.9972828030586243
526,097,cl-01,clothing,000,1,097,0.979061484336853
527,097,cl-01,clothing,090,1,097,0.9352782368659973
528,097,cl-01,clothing,180,1,097,0.9924972057342529
529,097,cl-02,clothing,000,1,097,0.9920799732208252
530,097,cl-02,clothing,090,2,108,0.9157158732414246
531,097,cl-02,clothing,180,1,097,0.9888544082641602
535,097,nm-02,normal,000,1,097,0.9882855415344238
536,097,nm-02,normal,090,1,097,0.9620034694671631
537,097,nm-02,normal,180,1,097,0.991037905216217
538,097,nm-03,normal,000,1,097,0.9976202249526978
539,097,nm-03,normal,090,1,097,0.9593290090560913
540,097,nm-03,normal,180,1,097,0.9925146102905273
541,097,nm-04,normal,000,1,097,0.994102954864502
542,097,nm-04,normal,090,1,097,0.9531233310699463
543,097,nm-04,normal,180,1,097,0.9958891272544861
544,097,nm-05,normal,000,1,097,0.9937915205955505
545,097,nm-05,normal,090,1,097,0.9376344084739685
546,097,nm-05,normal,180,1,097,0.9922864437103271
547,097,nm-06,normal,000,1,097,0.993664562702179
548,097,nm-06,normal,090,1,097,0.9569892883300781
549,097,nm-06,normal,180,1,097,0.9858378171920776
550,098,cl-01,clothing,000,1,098,0.9063002467155457
551,098,cl-01,clothing,090,4,088,0.8284482359886169
552,098,cl-01,clothing,180,1,098,0.871880292892456
553,098,cl-02,clothing,000,4,088,0.8308415412902832
554,098,cl-02,clothing,090,7,124,0.7242145538330078
555,098,cl-02,clothing,180,1,098,0.8694936037063599
559,098,nm-02,normal,000,1,098,0.9006118774414062
560,098,nm-02,normal,090,1,098,0.9033556580543518
561,098,nm-02,normal,180,1,098,0.9701582193374634
562,098,nm-03,normal,000,1,098,0.9416555762290955
563,098,nm-03,normal,090,1,098,0.9064314365386963
564,098,nm-03,normal,180,1,098,0.9190654754638672
565,098,nm-04,normal,000,1,098,0.9300112128257751
566,098,nm-04,normal,090,1,098,0.9197704195976257
567,098,nm-04,normal,180,1,098,0.9699172973632812
568,098,nm-05,normal,000,1,098,0.9227198958396912
569,098,nm-05,normal,090,1,098,0.911342978477478
570,098,nm-05,normal,180,1,098,0.9138643145561218
571,098,nm-06,normal,000,1,098,0.922841489315033
572,098,nm-06,normal,090,1,098,0.8805599808692932
573,098,nm-06,normal,180,1,098,0.858639121055603
574,099,cl-01,clothing,000,18,092,0.7951462864875793
575,099,cl-01,clothing,090,13,087,0.6294035315513611
576,099,cl-01,clothing,180,10,105,0.8565458059310913
577,099,cl-02,clothing,000,6,075,0.9164532423019409
578,099,cl-02,clothing,090,22,085,0.8168720602989197
579,099,cl-02,clothing,180,9,103,0.8088274002075195
583,099,nm-02,normal,000,1,099,0.9006738662719727
584,099,nm-02,normal,090,1,099,0.8008222579956055
585,099,nm-02,normal,180,1,099,0.9762528538703918
586,099,nm-03,normal,000,1,099,0.9314568638801575
