probe_index,subject,condition,condition_family,view,rank,top1_subject,top1_score
92,078,nm-05,normal,180,6,099,0.8305987119674683
93,078,nm-06,normal,000,4,099,0.9507439136505127
94,078,nm-06,normal,090,1,078,0.9319651126861572
95,078,nm-06,normal,180,1,078,0.951961874961853
96,079,cl-01,clothing,000,1,079,0.9423542618751526
97,079,cl-01,clothing,090,12,114,0.976806104183197
98,079,cl-01,clothing,180,7,116,0.8689931035041809
99,079,cl-02,clothing,000,1,079,0.9223514199256897
100,079,cl-02,clothing,090,6,122,0.9263585805892944
101,079,cl-02,clothing,180,1,079,0.8961800336837769
105,079,nm-02,normal,000,1,079,0.9203988909721375
106,079,nm-02,normal,090,1,079,0.924426794052124
107,079,nm-02,normal,180,8,087,0.9751902222633362
108,079,nm-03,normal,000,1,079,0.9265343546867371
109,079,nm-03,normal,090,1,079,0.947637677192688
110,079,nm-03,normal,180,4,087,0.8559198379516602
111,079,nm-04,normal,000,1,079,0.8867624402046204
112,079,nm-04,normal,090,4,118,0.8753477334976196
113,079,nm-04,normal,180,9,093,0.8713292479515076
114,079,nm-05,normal,000,2,122,0.8752147555351257
115,079,nm-05,normal,090,1,079,0.9812478423118591
116,079,nm-05,normal,180,1,079,0.8210804462432861
117,079,nm-06,normal,000,1,079,0.9282222390174866
118,079,nm-06,normal,090,1,079,0.8965826630592346
119,079,nm-06,normal,180,2,123,0.9309607744216919
120,080,cl-01,clothing,000,5,076,0.8345199227333069
121,080,cl-01,clothing,090,3,084,0.9441127777099609
122,080,cl-01,clothing,180,2,076,0.957291841506958
123,080,cl-02,clothing,000,4,076,0.9094679355621338
124,080,cl-02,clothing,090,14,084,0.7886155247688293
125,080,cl-02,clothing,180,2,117,0.9384378790855408
129,080,nm-02,normal,000,1,080,0.9717611074447632
130,080,nm-02,normal,090,10,079,0.9370208382606506
131,080,nm-02,normal,180,1,080,0.9413471817970276
132,080,nm-03,normal,000,2,076,0.9417757391929626
133,080,nm-03,normal,090,9,113,0.8638462424278259
134,080,nm-03,normal,180,2,076,0.9074735641479492
135,080,nm-04,normal,000,7,079,0.8357986211776733
136,080,nm-04,normal,090,6,079,0.9465197920799255
137,080,nm-04,normal,180,8,076,0.9591125845909119
138,080,nm-05,normal,000,8,117,0.920599639415741
139,080,nm-05,normal,090,11,079,0.9093106985092163
140,080,nm-05,normal,180,16,087,0.8987476825714111
141,080,nm-06,normal,000,10,117,0.9489249587059021
142,080,nm-06,normal,090,9,079,0.8862751722335815
143,080,nm-06,normal,180,4,087,0.9141045808792114
144,081,cl-01,clothing,000,2,119,0.9305185079574585
145,081,cl-01,clothing,090,12,120,0.8526144027709961
146,081,cl-01,clothing,180,9,077,0.9278929829597473
147,081,cl-02,clothing,000,5,101,0.9442585110664368
148,081,cl-02,clothing,090,12,099,0.9370557069778442
149,081,cl-02,clothing,180,6,105,0.9112458229064941
153,081,nm-02,normal,000,4,115,0.9657864570617676
154,081,nm-02,normal,090,3,075,0.9486456513404846
155,081,nm-02,normal,180,1,081,0.9917031526565552
156,081,nm-03,normal,000,1,081,0.9519762396812439
157,081,nm-03,normal,090,5,105,0.9619150757789612
158,081,nm-03,normal,180,2,092,0.9631577730178833
159,081,nm-04,normal,000,1,081,0.9475065469741821
160,081,nm-04,normal,090,4,077,0.9240041375160217
161,081,nm-04,normal,180,3,092,0.9777806401252747
162,081,nm-05,normal,000,5,077,0.9311805367469788
163,081,nm-05,normal,090,4,115,0.9516519904136658
164,081,nm-05,normal,180,1,081,0.9716610312461853
165,081,nm-06,normal,000,1,081,0.943189263343811
166,081,nm-06,normal,090,4,075,0.9677969813346863
167,081,nm-06,normal,180,1,081,0.9864402413368225
168,082,cl-01,clothing,000,9,077,0.892449140548706
169,082,cl-01,clothing,090,13,098,0.8590289354324341
170,082,cl-01,clothing,180,10,079,0.7749279141426086
171,082,cl-02,clothing,000,5,118,0.7741824984550476
172,082,cl-02,clothing,090,25,081,0.9231775999069214
173,082,cl-02,clothing,180,1,082,0.7553815841674805
177,082,nm-02,normal,000,1,082,0.9330781102180481
178,082,nm-02,normal,090,1,082,0.9193929433822632
179,082,nm-02,normal,180,1,082,0.9490395188331604
180,082,nm-03,normal,000,1,082,0.9405270218849182
181,082,nm-03,normal,090,1,082,0.9169811010360718
182,082,nm-03,normal,180,1,082,0.9317317605018616
183,082,nm-04,normal,000,1,082,0.8803225755691528
184,082,nm-04,normal,090,1,082,0.876815915107727
185,082,nm-04,normal,180,1,082,0.9579180479049683
186,082,nm-05,normal,000,1,082,0.9707826972007751
187,082,nm-05,normal,090,1,082,0.9039684534072876
188,082,nm-05,normal,180,1,082,0.9736319184303284
189,082,nm-06,normal,000,1,082,0.925049901008606
190,082,nm-06,normal,090,1,082,0.8873885273933411
191,082,nm-06,normal,180,1,082,0.9376805424690247
192,083,cl-01,clothing,000,2,108,0.9557645320892334
193,083,cl-01,clothing,090,1,083,0.9765944480895996
194,083,cl-01,clothing,180,2,108,0.9201934337615967
195,083,cl-02,clothing,000,1,083,0.9741186499595642
196,083,cl-02,clothing,090,1,083,0.9696992039680481
197,083,cl-02,clothing,180,3,108,0.9179798364639282
201,083,nm-02,normal,000,1,083,0.9652983546257019
202,083,nm-02,normal,090,1,083,0.9887142777442932
203,083,nm-02,normal,180,1,083,0.9894750714302063
204,083,nm-03,normal,000,1,083,0.9926468729972839
205,083,nm-03,normal,090,1,083,0.9832665324211121
206,083,nm-03,normal,180,2,108,0.9358491897583008
207,083,nm-04,normal,000,1,083,0.960401713848114
208,083,nm-04,normal,090,1,083,0.9838692545890808
209,083,nm-04,normal,180,1,083,0.9775585532188416
210,083,nm-05,normal,000,1,083,0.9832946062088013
211,083,nm-05,normal,090,1,083,0.9428125619888306
212,083,nm-05,normal,180,1,083,0.973386824131012
213,083,nm-06,normal,000,1,083,0.9870195984840393
214,083,nm-06,normal,090,1,083,0.9886779189109802
215,083,nm-06,normal,180,1,083,0.9912995100021362
216,084,cl-01,clothing,000,3,085,0.8079565167427063
217,084,cl-01,clothing,090,7,096,0.9278408288955688
218,084,cl-01,clothing,180,5,117,0.9113675951957703
219,084,cl-02,clothing,000,1,084,0.8938863277435303
220,084,cl-02,clothing,090,7,096,0.8239861726760864
221,084,cl-02,clothing,180,6,082,0.9649606943130493
225,084,nm-02,normal,000,5,076,0.9293748140335083
226,084,nm-02,normal,090,1,084,0.9903385043144226
227,084,nm-02,normal,180,4,076,0.9496139883995056
228,084,nm-03,normal,000,1,084,0.9372726082801819
229,084,nm-03,normal,090,1,084,0.9099816679954529
230,084,nm-03,normal,180,2,090,0.9551196694374084
231,084,nm-04,normal,000,1,084,0.9797977805137634
232,084,nm-04,normal,090,1,084,0.9128857851028442
233,084,nm-04,normal,180,2,076,0.9314603805541992
234,084,nm-05,normal,000,1,084,0.954120397567749
235,084,nm-05,normal,090,1,084,0.8579698204994202
236,084,nm-05,normal,180,2,090,0.951508641242981
237,084,nm-06,normal,000,1,084,0.9412416219711304
238,084,nm-06,normal,090,1,084,0.9014514684677124
239,084,nm-06,normal,180,1,084,0.9661058783531189
240,085,cl-01,clothing,000,4,090,0.9488127827644348
241,085,cl-01,clothing,090,1,085,0.9085792899131775
242,085,cl-01,clothing,180,4,103,0.9299723505973816
243,085,cl-02,clothing,000,8,087,0.9150626063346863
244,085,cl-02,clothing,090,1,085,0.901789665222168
245,085,cl-02,clothing,180,3,090,0.9528436064720154
249,085,nm-02,normal,000,5,094,0.9143154621124268
250,085,nm-02,normal,090,1,085,0.9547282457351685
251,085,nm-02,normal,180,2,103,0.868060827255249
252,085,nm-03,normal,000,5,116,0.9553128480911255
253,085,nm-03,normal,090,1,085,0.970646321773529
254,085,nm-03,normal,180,4,103,0.9480974078178406
255,085,nm-04,normal,000,4,090,0.9456884860992432
256,085,nm-04,normal,090,6,117,0.9001891016960144
257,085,nm-04,normal,180,7,103,0.9303403496742249
258,085,nm-05,normal,000,6,076,0.9344857335090637
259,085,nm-05,normal,090,1,085,0.8902758955955505
260,085,nm-05,normal,180,8,087,0.9075344204902649
261,085,nm-06,normal,000,9,087,0.9717389941215515
262,085,nm-06,normal,090,1,085,0.9799385666847229
263,085,nm-06,normal,180,4,103,0.9618247151374817
264,086,cl-01,clothing,000,2,111,0.8657647371292114
265,086,cl-01,clothing,090,7,099,0.9337549209594727
266,086,cl-01,clothing,180,16,124,0.9257992506027222
267,086,cl-02,clothing,000,5,124,0.849223256111145
268,086,cl-02,clothing,090,13,095,0.8904554843902588
269,086,cl-02,clothing,180,13,113,0.9194424152374268
273,086,nm-02,normal,000,9,075,0.8635949492454529
274,086,nm-02,normal,090,1,086,0.9491685032844543
275,086,nm-02,normal,180,2,099,0.8978850245475769
276,086,nm-03,normal,000,11,078,0.9285373687744141
277,086,nm-03,normal,090,1,086,0.9528737664222717
278,086,nm-03,normal,180,8,105,0.8486653566360474
279,086,nm-04,normal,000,11,098,0.7878223657608032
280,086,nm-04,normal,090,1,086,0.9644591808319092
281,086,nm-04,normal,180,16,098,0.9309326410293579
282,086,nm-05,normal,000,2,092,0.9088684916496277
283,086,nm-05,normal,090,6,092,0.8904281258583069
284,086,nm-05,normal,180,11,098,0.9093871712684631
285,086,nm-06,normal,000,5,078,0.898090660572052
286,086,nm-06,normal,090,1,086,0.9297876954078674
287,086,nm-06,normal,180,16,098,0.94100022315979
288,087,cl-01,clothing,000,16,080,0.9221345782279968
289,087,cl-01,clothing,090,9,084,0.8943300843238831
290,087,cl-01,clothing,180,6,086,0.8139448165893555
291,087,cl-02,clothing,000,15,085,0.899518609046936
292,087,cl-02,clothing,090,10,080,0.8908880352973938
293,087,cl-02,clothing,180,3,086,0.8879926800727844
297,087,nm-02,normal,000,17,117,0.9387112259864807
298,087,nm-02,normal,090,8,076,0.9428249001502991
299,087,nm-02,normal,180,8,080,0.888913631439209
300,087,nm-03,normal,000,18,095,0.8808417320251465
301,087,nm-03,normal,090,15,103,0.9153313040733337
302,087,nm-03,normal,180,8,080,0.8848480582237244
303,087,nm-04,normal,000,17,085,0.8745228052139282
304,087,nm-04,normal,090,12,084,0.9379398822784424
305,087,nm-04,normal,180,1,087,0.9260864853858948
306,087,nm-05,normal,000,6,080,0.9091864228248596
307,087,nm-05,normal,090,17,085,0.8980688452720642
308,087,nm-05,normal,180,8,080,0.9641101360321045
309,087,nm-06,normal,000,2,117,0.8898950815200806
310,087,nm-06,normal,090,8,084,0.9574702382087708
311,087,nm-06,normal,180,13,080,0.9713578224182129
312,088,cl-01,clothing,000,4,093,0.9639438390731812
313,088,cl-01,clothing,090,1,088,0.9414129853248596
314,088,cl-01,clothing,180,14,098,0.9249717593193054
315,088,cl-02,clothing,000,2,093,0.9853801727294922
316,088,cl-02,clothing,090,3,109,0.9740230441093445
317,088,cl-02,clothing,180,2,093,0.959335446357727
321,088,nm-02,normal,000,1,088,0.9408500790596008
322,088,nm-02,normal,090,1,088,0.942599356174469
323,088,nm-02,normal,180,1,088,0.9502411484718323
324,088,nm-03,normal,000,1,088,0.9401220679283142
325,088,nm-03,normal,090,1,088,0.9340577125549316
326,088,nm-04,normal,000,4,093,0.97202467918396
327,088,nm-04,normal,090,1,088,0.9242449998855591
328,088,nm-05,normal,000,1,088,0.9473735690116882
329,088,nm-05,normal,090,1,088,0.9697758555412292
330,088,nm-05,normal,180,2,078,0.890740692615509
331,088,nm-06,normal,000,1,088,0.9822443723678589
332,088,nm-06,normal,090,1,088,0.9414320588111877
333,088,nm-06,normal,180,6,093,0.8960341215133667
334,089,cl-01,clothing,000,1,089,0.9607966542243958
335,089,cl-01,clothing,090,2,077,0.9409549236297607
336,089,cl-01,clothing,180,1,089,0.9451711177825928
337,089,cl-02,clothing,000,1,089,0.9471008777618408
338,089,cl-02,clothing,090,1,089,0.9532025456428528
339,089,cl-02,clothing,180,4,084,0.9418988227844238
343,089,nm-02,normal,000,2,099,0.9732832908630371
344,089,nm-02,normal,090,3,099,0.944419801235199
345,089,nm-02,normal,180,2,099,0.97147536277771
346,089,nm-03,normal,000,2,099,0.9549821019172668
347,089,nm-03,normal,090,1,089,0.9636995196342468
348,089,nm-03,normal,180,1,089,0.9779170155525208
349,089,nm-04,normal,000,3,084,0.971389889717102
350,089,nm-04,normal,090,1,089,0.9911642670631409
351,089,nm-04,normal,180,3,084,0.9852063655853271
352,089,nm-05,normal,000,1,089,0.9606248736381531
353,089,nm-05,normal,090,6,090,0.9700724482536316
354,089,nm-05,normal,180,1,089,0.9582507610321045
355,089,nm-06,normal,000,1,089,0.9591456055641174
356,089,nm-06,normal,090,4,090,0.9597399234771729
357,089,nm-06,normal,180,1,089,0.9867885708808899
358,090,cl-01,clothing,000,4,099,0.9370404481887817
359,090,cl-01,clothing,090,6,105,0.9692486524581909
360,090,cl-01,clothing,180,1,090,0.9888099431991577
361,090,cl-02,clothing,000,1,090,0.9897878170013428
362,090,cl-02,clothing,090,3,085,0.9861000180244446
363,090,cl-02,clothing,180,1,090,0.9725725650787354
367,090,nm-02,normal,000,1,090,0.9622066020965576
368,090,nm-02,normal,090,1,090,0.9597846865653992
369,090,nm-02,normal,180,1,090,0.9715501666069031
370,090,nm-03,normal,000,1,090,0.9925246834754944
371,090,nm-03,normal,090,1,090,0.9764537811279297
372,090,nm-03,normal,180,1,090,0.9453628659248352
373,090,nm-04,normal,000,1,090,0.9708558917045593
374,090,nm-04,normal,090,3,081,0.9357227087020874
375,090,nm-04,normal,180,1,090,0.9778566360473633
376,090,nm-05,normal,000,1,090,0.9796131253242493
377,090,nm-05,normal,090,1,090,0.9759842753410339
378,090,nm-05,normal,180,1,090,0.9770243167877197
379,090,nm-06,normal,000,1,090,0.9922243356704712
380,090,nm-06,normal,090,1,090,0.9713512063026428
381,090,nm-06,normal,180,1,090,0.9318919777870178
382,091,cl-01,clothing,000,1,091,0.9306952953338623
383,091,cl-01,clothing,090,1,091,0.9394615292549133
384,091,cl-01,clothing,180,1,091,0.9570869207382202
385,091,cl-02,clothing,000,1,091,0.9610620737075806
386,091,cl-02,clothing,090,3,088,0.9268950819969177
387,091,cl-02,clothing,180,1,091,0.9730403423309326
391,091,nm-02,normal,000,1,091,0.9767107963562012
392,091,nm-02,normal,090,1,091,0.9794175028800964
393,091,nm-02,normal,180,2,114,0.9706164002418518
394,091,nm-03,normal,000,1,091,0.9777789115905762
395,091,nm-03,normal,090,1,091,0.9735664129257202
396,091,nm-03,normal,180,1,091,0.8983569145202637
397,091,nm-04,normal,000,1,091,0.9835128784179688
398,091,nm-04,normal,090,4,093,0.9312292337417603
399,091,nm-04,normal,180,3,114,0.9567265510559082
400,091,nm-05,normal,000,1,091,0.9826359152793884
401,091,nm-05,normal,090,1,091,0.9836825728416443
402,091,nm-05,normal,180,1,091,0.9355785846710205
403,091,nm-06,normal,000,1,091,0.9776037335395813
404,091,nm-06,normal,090,1,091,0.8737118244171143
405,091,nm-06,normal,180,7,078,0.917361319065094
406,092,cl-01,clothing,000,32,094,0.8950369358062744
407,092,cl-01,clothing,090,9,078,0.8623455762863159
408,092,cl-01,clothing,180,30,094,0.9108765721321106
409,092,cl-02,clothing,000,33,094,0.939866304397583
410,092,cl-02,clothing,090,2,120,0.9292313456535339
411,092,cl-02,clothing,180,24,094,0.8182550668716431
415,092,nm-02,normal,000,1,092,0.8427056074142456
416,092,nm-02,normal,090,1,092,0.9526605010032654
417,092,nm-02,normal,180,1,092,0.9476819634437561
418,092,nm-03,normal,000,2,119,0.91446453332901
419,092,nm-03,normal,090,6,114,0.9374032020568848
420,092,nm-03,normal,180,1,092,0.9318532943725586
421,092,nm-04,normal,000,4,114,0.9408851265907288
422,092,nm-04,normal,090,14,088,0.8737232685089111
423,092,nm-04,normal,180,1,092,0.9299221634864807
424,092,nm-05,normal,000,4,118,0.9462170600891113
425,092,nm-05,normal,090,2,109,0.9599112868309021
426,092,nm-05,normal,180,1,092,0.9647568464279175
427,092,nm-06,normal,000,2,124,0.8805316090583801
428,092,nm-06,normal,090,6,109,0.9703905582427979
429,092,nm-06,normal,180,1,092,0.9793286323547363
430,093,cl-01,clothing,000,3,114,0.9143168926239014
431,093,cl-01,clothing,090,4,123,0.8617784976959229
432,093,cl-01,clothing,180,4,114,0.9397374391555786
433,093,cl-02,clothing,000,1,093,0.8802202343940735
434,093,cl-02,clothing,090,7,123,0.8899651169776917
435,093,cl-02,clothing,180,6,109,0.9221663475036621
439,093,nm-02,normal,000,1,093,0.9767705798149109
440,093,nm-02,normal,090,6,119,0.8833990693092346
441,093,nm-02,normal,180,1,093,0.9754537343978882
442,093,nm-03,normal,000,1,093,0.9901904463768005
443,093,nm-03,normal,090,3,079,0.8538405895233154
444,093,nm-03,normal,180,1,093,0.9684650301933289
445,093,nm-04,normal,000,1,093,0.9644736647605896
446,093,nm-04,normal,090,5,080,0.9139321446418762
447,093,nm-04,normal,180,2,122,0.8908057808876038
448,093,nm-05,normal,000,1,093,0.9226636290550232
449,093,nm-05,normal,090,17,080,0.9714831113815308
450,093,nm-05,normal,180,2,122,0.903751015663147
451,093,nm-06,normal,000,3,111,0.8869355916976929
452,093,nm-06,normal,090,22,113,0.9385150671005249
453,093,nm-06,normal,180,1,093,0.9833236336708069
454,094,cl-01,clothing,000,3,080,0.9738941788673401
455,094,cl-01,clothing,090,3,099,0.9420924186706543
456,094,cl-01,clothing,180,1,094,0.982012927532196
457,094,cl-02,clothing,000,9,095,0.9316377639770508
458,094,cl-02,clothing,090,25,087,0.879920482635498
459,094,cl-02,clothing,180,7,089,0.9736499190330505
463,094,nm-02,normal,000,2,095,0.9420610070228577
464,094,nm-02,normal,090,5,099,0.9499244689941406
465,094,nm-02,normal,180,1,094,0.9913827180862427
466,094,nm-03,normal,000,1,094,0.986096203327179
467,094,nm-03,normal,090,1,094,0.9440664052963257
468,094,nm-03,normal,180,1,094,0.9757574796676636
469,094,nm-04,normal,000,2,099,0.9710800647735596
470,094,nm-04,normal,090,1,094,0.9789855480194092
471,094,nm-04,normal,180,1,094,0.9783612489700317
472,094,nm-05,normal,000,13,116,0.8686714172363281
473,094,nm-05,normal,090,8,076,0.9057407975196838
474,094,nm-05,normal,180,14,084,0.8955585956573486
475,094,nm-06,normal,000,11,095,0.9042745232582092
476,094,nm-06,normal,090,10,089,0.9431023597717285
477,094,nm-06,normal,180,3,089,0.9709431529045105
478,095,cl-01,clothing,000,5,090,0.9343306422233582
479,095,cl-01,clothing,090,2,094,0.8917291760444641
480,095,cl-01,clothing,180,3,077,0.924308180809021
481,095,cl-02,clothing,000,4,090,0.960578978061676
482,095,cl-02,clothing,090,2,094,0.9779176115989685
483,095,cl-02,clothing,180,3,085,0.9520151615142822
487,095,nm-02,normal,000,1,095,0.9743174314498901
488,095,nm-02,normal,090,1,095,0.9738817811012268
489,095,nm-02,normal,180,3,089,0.9574235677719116
490,095,nm-03,normal,000,3,089,0.9767988920211792
491,095,nm-03,normal,090,1,095,0.9600553512573242
492,095,nm-03,normal,180,3,099,0.9663836359977722
493,095,nm-04,normal,000,1,095,0.9679393768310547
494,095,nm-04,normal,090,1,095,0.9851549863815308
495,095,nm-04,normal,180,1,095,0.9497298002243042
496,095,nm-05,normal,000,2,099,0.9698413014411926
497,095,nm-05,normal,090,1,095,0.9653282165527344
498,095,nm-05,normal,180,2,094,0.9473192095756531
499,095,nm-06,normal,000,5,090,0.9575409293174744
500,095,nm-06,normal,090,1,095,0.9299687743186951
501,095,nm-06,normal,180,5,094,0.952029824256897
502,096,cl-01,clothing,000,1,096,0.9965217709541321
503,096,cl-01,clothing,090,1,096,0.9393122792243958
504,096,cl-01,clothing,180,1,096,0.993223249912262
505,096,cl-02,clothing,000,1,096,0.9915887713432312
506,096,cl-02,clothing,090,1,096,0.955287754535675
507,096,cl-02,clothing,180,1,096,0.9794000387191772
511,096,nm-02,normal,000,1,096,0.9768651127815247
512,096,nm-02,normal,090,1,096,0.9941645860671997
513,096,nm-02,normal,180,1,096,0.9985441565513611
514,096,nm-03,normal,000,1,096,0.9907189607620239
515,096,nm-03,normal,090,1,096,0.961626410484314
516,096,nm-03,normal,180,1,096,0.9962558746337891
517,096,nm-04,normal,000,1,096,0.9981518983840942
518,096,nm-04,normal,090,1,096,0.9895880818367004
519,096,nm-04,normal,180,1,096,0.9970695376396179
520,096,nm-05,normal,000,1,096,0.9937871694564819
521,096,nm-05,normal,090,1,096,0.9962803721427917
522,096,nm-05,normal,180,1,096,0.9939717650413513
523,096,nm-06,normal,000,1,096,0.9932522177696228
524,096,nm-06,normal,090,1,096,0.9802346229553223
525,096,nm-06,normal,180,1,096,0.996803343296051
526,097,cl-01,clothing,000,1,097,0.9921999573707581
527,097,cl-01,clothing,090,1,097,0.9627360105514526
528,097,cl-01,clothing,180,1,097,0.9955469369888306
529,097,cl-02,clothing,000,1,097,0.995724081993103
530,097,cl-02,clothing,090,1,097,0.9590014219284058
531,097,cl-02,clothing,180,1,097,0.995329737663269
535,097,nm-02,normal,000,1,097,0.9978936314582825
536,097,nm-02,normal,090,1,097,0.9915220737457275
537,097,nm-02,normal,180,1,097,0.9947338700294495
538,097,nm-03,normal,000,1,097,0.9916163682937622
539,097,nm-03,normal,090,5,121,0.9776044487953186
540,097,nm-03,normal,180,1,097,0.9963573217391968
541,097,nm-04,normal,000,1,097,0.996411919593811
542,097,nm-04,normal,090,1,097,0.9833202362060547
543,097,nm-04,normal,180,1,097,0.9983898401260376
544,097,nm-05,normal,000,1,097,0.9933594465255737
545,097,nm-05,normal,090,1,097,0.959595799446106
546,097,nm-05,normal,180,1,097,0.9971562027931213
547,097,nm-06,normal,000,1,097,0.9950597286224365
548,097,nm-06,normal,090,2,104,0.9817661046981812
549,097,nm-06,normal,180,1,097,0.9884777665138245
550,098,cl-01,clothing,000,30,080,0.9310082793235779
551,098,cl-01,clothing,090,1,098,0.8708117604255676
552,098,cl-01,clothing,180,11,087,0.9019312858581543
553,098,cl-02,clothing,000,1,098,0.9151617288589478
554,098,cl-02,clothing,090,6,113,0.8775102496147156
555,098,cl-02,clothing,180,3,118,0.8531848192214966
559,098,nm-02,normal,000,3,103,0.9102587699890137
560,098,nm-02,normal,090,2,078,0.9330912232398987
561,098,nm-02,normal,180,3,093,0.8776959776878357
562,098,nm-03,normal,000,8,093,0.893058180809021
563,098,nm-03,normal,090,6,114,0.9270104169845581
564,098,nm-03,normal,180,1,098,0.9819176197052002
565,098,nm-04,normal,000,6,079,0.9718764424324036
566,098,nm-04,normal,090,4,078,0.8931483626365662
567,098,nm-04,normal,180,2,118,0.98164963722229
568,098,nm-05,normal,000,1,098,0.917850911617279
569,098,nm-05,normal,090,2,078,0.8963630795478821
570,098,nm-05,normal,180,2,093,0.9205917716026306
571,098,nm-06,normal,000,1,098,0.909644603729248
572,098,nm-06,normal,090,2,091,0.9087982177734375
573,098,nm-06,normal,180,6,119,0.8705316781997681
574,099,cl-01,clothing,000,19,101,0.8177085518836975
575,099,cl-01,clothing,090,5,081,0.9432258605957031
576,099,cl-01,clothing,180,12,081,0.8801285028457642
577,099,cl-02,clothing,000,1,099,0.954190194606781
578,099,cl-02,clothing,090,9,119,0.8764878511428833
579,099,cl-02,clothing,180,7,092,0.885667622089386
583,099,nm-02,normal,000,2,105,0.9628387093544006
584,099,nm-02,normal,090,6,081,0.9454359412193298
585,099,nm-02,normal,180,1,099,0.9784828424453735
586,099,nm-03,normal,000,5,089,0.8864639401435852
